image1.png,|     species
image3548.png,|     species
0  Bari2_062|
image3549.png,|     species
0  Bari2_062|
image3550.png,|     species
0  Bari2_062|
image3551.png,|     species
0  Bari2_062|
image3552.png,|     species
0  Bari2_062|
image3553.png,|     species
0  Bari2_062|
image3554.png,|     species
0  Bari2_062|
image3555.png,|     species
0  Bari2_062|
image3556.png,|     species
0  Bari2_062|
image3557.png,|     species
0  Bari2_062|
image3558.png,|     species
0  Bari2_062|
image3559.png,|     species
0  Bari2_062|
image3560.png,|     species
0  Bari2_062|
image3561.png,|     species
0  Bari2_062|
image3562.png,|     species
0  Bari2_062|
image3563.png,|     species
0  Bari2_062|
image3564.png,|     species
0  Bari2_062|
image3565.png,|     species
0  Bari2_062|
image3566.png,|     species
0  Bari2_062|
image3567.png,|     species
0  Bari2_062|
image3568.png,|     species
0  Bari2_062|
image3569.png,|     species
0  Bari2_062|
image3570.png,|     species
0  Bari2_062|
image3571.png,|     species
0  Bari2_062|
image3572.png,|     species
0  Bari2_062|
image3573.png,|     species
0  Bari2_062|
image3574.png,|     species
0  Bari2_062|
image3575.png,|     species
0  Bari2_062|
image3576.png,|     species
0  Bari2_062|
image3577.png,|     species
0  Bari2_062|
image3578.png,|     species
0  Bari2_062|
image3579.png,|     species
0  Bari2_062|
image3580.png,|     species
0  Bari2_062|
image3581.png,|     species
0  Bari2_062|
image3582.png,|     species
0  Bari2_062|
image3583.png,|     species
0  Bari2_062|
image3584.png,|     species
0  Bari2_062|
image3585.png,|     species
0  Bari2_062|
image3586.png,|     species
0  Bari2_062|
image3587.png,|     species
0  Bari2_062|
image3588.png,|     species
0  Bari2_062|
image3589.png,|     species
0  Bari2_062|
image3590.png,|     species
0  Bari2_062|
image3591.png,|     species
0  Bari2_062|
image3592.png,|     species
0  Bari2_062|
image3593.png,|     species
0  Bari2_062|
image3594.png,|     species
0  Bari2_062|
image3595.png,|     species
0  Bari2_062|
image3596.png,|     species
0  Bari2_062|
image3597.png,|     species
0  Bari2_062|
image3598.png,|     species
0  Bari2_062|
image3599.png,|     species
0  Bari2_062|
image3600.png,|     species
0  Bari2_062|
image3601.png,|     species
0  Bari2_062|
image3602.png,|     species
0  Bari2_062|
image3603.png,|     species
0  Bari2_062|
image3604.png,|     species
0  Bari2_062|
image3605.png,|     species
0  Bari2_062|
image3606.png,|     species
0  Bari2_062|
image3607.png,|     species
0  Bari2_062|
image3608.png,|     species
0  Bari2_062|
image3609.png,|     species
0  Bari2_062|
image3610.png,|     species
0  Bari2_062|
image3611.png,|     species
0  Bari2_062|
image3612.png,|     species
0  Bari2_062|
image3613.png,|     species
0  Bari2_062|
image3614.png,|     species
0  Bari2_062|
image3615.png,|     species
0  Bari2_062|
image3616.png,|     species
0  Bari2_062|
image3617.png,|     species
0  Bari2_062|
image3618.png,|     species
0  Bari2_062|
image3619.png,|     species
0  Bari2_062|
image3620.png,|     species
0  Bari2_062|
image3621.png,|     species
0  Bari2_062|
image3622.png,|     species
0  Bari2_062|
image3623.png,|     species
0  Bari2_062|
image3624.png,|     species
0  Bari2_062|
image3625.png,|     species
0  Bari2_062|
image3626.png,|     species
0  Bari2_062|
image3627.png,|     species
0  Bari2_062|
image3628.png,|     species
0  Bari2_062|
image3629.png,|     species
0  Bari2_062|
image3630.png,|     species
0  Bari2_062|
image3631.png,|     species
0  Bari2_062|
image3632.png,|     species
0  Bari2_062|
image3633.png,|     species
0  Bari2_062|
image3634.png,|     species
0  Bari2_062|
image3635.png,|     species
0  Bari2_062|
image3636.png,|     species
0  Bari2_062|
image3637.png,|     species
0  Bari2_062|
image3638.png,|     species
0  Bari2_062|
image3639.png,|     species
0  Bari2_062|
image3640.png,|     species
0  Bari2_062|
image3641.png,|     species
0  Bari2_062|
image3642.png,|     species
0  Bari2_062|
image3643.png,|     species
0  Bari2_062|
image3644.png,|     species
0  Bari2_062|
image3645.png,|     species
0  Bari2_062|
image3646.png,|     species
0  Bari2_062|
image3647.png,|     species
0  Bari2_062|
image3648.png,|     species
0  Bari2_062|
image3649.png,|     species
0  Bari2_062|
image3650.png,|     species
0  Bari2_062|
image3651.png,|     species
0  Bari2_062|
image3652.png,|     species
0  Bari2_062|
image3653.png,|     species
0  Bari2_062|
image3654.png,|     species
0  Bari2_062|
image3655.png,|     species
0  Bari2_062|
image3656.png,|     species
0  Bari2_062|
image3657.png,|     species
0  Bari2_062|
image3658.png,|     species
0  Bari2_062|
image3659.png,|     species
0  Bari2_062|
image3660.png,|     species
0  Bari2_062|
image3661.png,|     species
0  Bari2_062|
image3662.png,|     species
0  Bari2_062|
image3663.png,|     species
0  Bari2_062|
image3664.png,|     species
0  Bari2_062|
image3665.png,|     species
0  Bari2_062|
image3666.png,|     species
0  Bari2_062|
image3667.png,|     species
0  Bari2_062|
image3668.png,|     species
0  Bari2_062|
image3669.png,|     species
0  Bari2_062|
image3670.png,|     species
0  Bari2_062|
image3671.png,|     species
0  Bari2_062|
image3672.png,|     species
0  Bari2_062|
image3673.png,|     species
0  Bari2_062|
image3674.png,|     species
0  Bari2_062|
image3675.png,|     species
0  Bari2_062|
image3676.png,|     species
0  Bari2_062|
image3677.png,|     species
0  Bari2_062|
image3678.png,|     species
0  Bari2_062|
image3679.png,|     species
0  Bari2_062|
image3680.png,|     species
0  Bari2_062|
image3681.png,|     species
0  Bari2_062|
image3682.png,|     species
0  Bari2_062|
image3683.png,|     species
0  Bari2_062|
image3684.png,|     species
0  Bari2_062|
image3685.png,|     species
0  Bari2_062|
image3686.png,|     species
0  Bari2_062|
image3687.png,|     species
0  Bari2_062|
image3688.png,|     species
0  Bari2_062|
image3689.png,|     species
0  Bari2_062|
image3690.png,|     species
0  Bari2_062|
image3691.png,|     species
0  Bari2_062|
image3692.png,|     species
0  Bari2_062|
image3693.png,|     species
0  Bari2_062|
image3694.png,|     species
0  Bari2_062|
image3695.png,|     species
0  Bari2_062|
image3696.png,|     species
0  Bari2_062|
image3697.png,|     species
0  Bari2_062|
image3698.png,|     species
0  Bari2_062|
image3699.png,|     species
0  Bari2_062|
image3700.png,|     species
0  Bari2_062|
image3701.png,|     species
0  Bari2_062|
image3702.png,|     species
0  Bari2_062|
image3703.png,|     species
0  Bari2_062|
image3704.png,|     species
0  Bari2_062|
image3705.png,|     species
0  Bari2_062|
image3706.png,|     species
0  Bari2_062|
image3707.png,|     species
0  Bari2_062|
image3708.png,|     species
0  Bari2_062|
image3709.png,|     species
0  Bari2_062|
image3710.png,|     species
0  Bari2_062|
image3711.png,|     species
0  Bari2_062|
image3712.png,|     species
0  Bari2_062|
image3713.png,|     species
0  Bari2_062|
image3714.png,|     species
0  Bari2_062|
image3715.png,|     species
0  Bari2_062|
image3716.png,|     species
0  Bari2_062|
image3717.png,|     species
0  Bari2_062|
image3718.png,|     species
0  Bari2_062|
image3719.png,|     species
0  Bari2_062|
image3720.png,|     species
0  Bari2_062|
image3721.png,|     species
0  Bari2_062|
image3722.png,|     species
0  Bari2_062|
image3723.png,|     species
0  Bari2_062|
image3724.png,|     species
0  Bari2_062|
image3725.png,|     species
0  Bari2_062|
image3726.png,|     species
0  Bari2_062|
image3727.png,|     species
0  Bari2_062|
image3728.png,|     species
0  Bari2_062|
image3729.png,|     species
0  Bari2_062|
image3730.png,|     species
0  Bari2_062|
image3731.png,|     species
0  Bari2_062|
image3732.png,|     species
0  Bari2_062|
image3733.png,|     species
0  Bari2_062|
image3734.png,|     species
0  Bari2_062|
image3735.png,|     species
0  Bari2_062|
image3736.png,|     species
0  Bari2_062|
image3737.png,|     species
0  Bari2_062|
image3738.png,|     species
0  Bari2_062|
image3739.png,|     species
0  Bari2_062|
image3740.png,|     species
0  Bari2_062|
image3741.png,|     species
0  Bari2_062|
image3742.png,|     species
0  Bari2_062|
image3743.png,|     species
0  Bari2_062|
image3744.png,|     species
0  Bari2_062|
image3745.png,|     species
0  Bari2_062|
image3746.png,|     species
0  Bari2_062|
image3747.png,|     species
0  Bari2_062|
image3748.png,|     species
0  Bari2_062|
image3749.png,|     species
0  Bari2_062|
image3750.png,|     species
0  Bari2_062|
image3751.png,|     species
0  Bari2_062|
image3752.png,|     species
0  Bari2_062|
image3753.png,|     species
0  Bari2_062|
image3754.png,|     species
0  Bari2_062|
image3755.png,|     species
0  Bari2_062|
image3756.png,|     species
0  Bari2_062|
image3757.png,|     species
0  Bari2_062|
image3758.png,|     species
0  Bari2_062|
image3759.png,|     species
0  Bari2_062|
image3760.png,|     species
0  Bari2_062|
image3761.png,|     species
0  Bari2_062|
image3762.png,|     species
0  Bari2_062|
image3763.png,|     species
0  Bari2_062|
image3764.png,|     species
0  Bari2_062|
image3765.png,|     species
0  Bari2_062|
image3766.png,|     species
0  Bari2_062|
image3767.png,|     species
0  Bari2_062|
image3768.png,|     species
0  Bari2_062|
image3769.png,|     species
0  Bari2_062|
image3770.png,|     species
0  Bari2_062|
image3771.png,|     species
0  Bari2_062|
image3772.png,|     species
0  Bari2_062|
image3773.png,|     species
0  Bari2_062|
image3774.png,|     species
0  Bari2_062|
image3775.png,|     species
0  Bari2_062|
image3776.png,|     species
0  Bari2_062|
image3777.png,|     species
0  Bari2_062|
image3778.png,|     species
0  Bari2_062|
image3779.png,|     species
0  Bari2_062|
image3780.png,|     species
0  Bari2_062|
image3781.png,|     species
0  Bari2_062|
image3782.png,|     species
0  Bari2_062|
image3783.png,|     species
0  Bari2_062|
image3784.png,|     species
0  Bari2_062|
image3785.png,|     species
0  Bari2_062|
image3786.png,|     species
0  Bari2_062|
image3787.png,|     species
0  Bari2_062|
image3788.png,|     species
0  Bari2_062|
image3789.png,|     species
0  Bari2_062|
image3790.png,|     species
0  Bari2_062|
image3791.png,|     species
0  Bari2_062|
image3792.png,|     species
0  Bari2_062|
image3793.png,|     species
0  Bari2_062|
image3794.png,|     species
0  Bari2_062|
image3795.png,|     species
0  Bari2_062|
image3796.png,|     species
0  Bari2_062|
image3797.png,|     species
0  Bari2_062|
image3798.png,|     species
0  Bari2_062|
image3799.png,|     species
0  Bari2_062|
image3800.png,|     species
0  Bari2_062|
image3801.png,|     species
0  Bari2_062|
image3802.png,|     species
0  Bari2_062|
image3803.png,|     species
0  Bari2_062|
image3804.png,|     species
0  Bari2_062|
image3805.png,|     species
0  Bari2_062|
image3806.png,|     species
0  Bari2_062|
image3807.png,|     species
0  Bari2_062|
image3808.png,|     species
0  Bari2_062|
image3809.png,|     species
0  Bari2_062|
image3810.png,|     species
0  Bari2_062|
image3811.png,|     species
0  Bari2_062|
image3812.png,|     species
0  Bari2_062|
image3813.png,|     species
0  Bari2_062|
image3814.png,|     species
0  Bari2_062|
image3815.png,|     species
0  Bari2_062|
image3816.png,|     species
0  Bari2_062|
image3817.png,|     species
0  Bari2_062|
image3818.png,|     species
0  Bari2_062|
image3819.png,|     species
0  Bari2_062|
image3820.png,|     species
0  Bari2_062|
image3821.png,|     species
0  Bari2_062|
image3822.png,|     species
0  Bari2_062|
image3823.png,|     species
0  Bari2_062|
image3824.png,|     species
0  Bari2_062|
image3825.png,|     species
0  Bari2_062|
image3826.png,|     species
0  Bari2_062|
image3827.png,|     species
0  Bari2_062|
image3828.png,|     species
0  Bari2_062|
image3829.png,|     species
0  Bari2_062|
image3830.png,|     species
0  Bari2_062|
image3831.png,|     species
0  Bari2_062|
image3832.png,|     species
0  Bari2_062|
image3833.png,|     species
0  Bari2_062|
image3834.png,|     species
0  Bari2_062|
image3835.png,|     species
0  Bari2_062|
image3836.png,|     species
0  Bari2_062|
image3837.png,|     species
0  Bari2_062|
image3838.png,|     species
0  Bari2_062|
image3839.png,|     species
0  Bari2_062|
image3840.png,|     species
0  Bari2_062|
image3841.png,|     species
0  Bari2_062|
image3842.png,|     species
0  Bari2_062|
image3843.png,|     species
0  Bari2_062|
image3844.png,|     species
0  Bari2_062|
image3845.png,|     species
0  Bari2_062|
image3846.png,|     species
0  Bari2_062|
image3847.png,|     species
0  Bari2_062|
image3848.png,|     species
0  Bari2_062|
image3849.png,|     species
0  Bari2_062|
image3850.png,|     species
0  Bari2_062|
image3851.png,|     species
0  Bari2_062|
image3852.png,|     species
0  Bari2_062|
image3853.png,|     species
0  Bari2_062|
image3854.png,|     species
0  Bari2_062|
image3855.png,|     species
0  Bari2_062|
image3856.png,|     species
0  Bari2_062|
image3857.png,|     species
0  Bari2_062|
image3858.png,|     species
0  Bari2_062|
image3859.png,|     species
0  Bari2_062|
image3860.png,|     species
0  Bari2_062|
image3861.png,|     species
0  Bari2_062|
image3862.png,|     species
0  Bari2_062|
image3863.png,|     species
0  Bari2_062|
image3864.png,|     species
0  Bari2_062|
image3865.png,|     species
0  Bari2_062|
image3866.png,|     species
0  Bari2_062|
image3867.png,|     species
0  Bari2_062|
image3868.png,|     species
0  Bari2_062|
image3869.png,|     species
0  Bari2_062|
image3870.png,|     species
0  Bari2_062|
image3871.png,|     species
0  Bari2_062|
image3872.png,|     species
0  Bari2_062|
image3873.png,|     species
0  Bari2_062|
image3874.png,|     species
0  Bari2_062|
image3875.png,|     species
0  Bari2_062|
image3876.png,|     species
0  Bari2_062|
image3877.png,|     species
0  Bari2_062|
image3878.png,|     species
0  Bari2_062|
image3879.png,|     species
0  Bari2_062|
image3880.png,|     species
0  Bari2_062|
image3881.png,|     species
0  Bari2_062|
image3882.png,|     species
0  Bari2_062|
image3883.png,|     species
0  Bari2_062|
image3884.png,|     species
0  Bari2_062|
image3885.png,|     species
0  Bari2_062|
image3886.png,|     species
0  Bari2_062|
image3887.png,|     species
0  Bari2_062|
image3888.png,|     species
0  Bari2_062|
image3889.png,|     species
0  Bari2_062|
image3890.png,|     species
0  Bari2_062|
image3891.png,|     species
0  Bari2_062|
image3892.png,|     species
0  Bari2_062|
image3893.png,|     species
0  Bari2_062|
image3894.png,|     species
0  Bari2_062|
image3895.png,|     species
0  Bari2_062|
image3896.png,|     species
0  Bari2_062|
image3897.png,|     species
0  Bari2_062|
image3898.png,|     species
0  Bari2_062|
image3899.png,|     species
0  Bari2_062|
image3900.png,|     species
0  Bari2_062|
image3901.png,|     species
0  Bari2_062|
image3902.png,|     species
0  Bari2_062|
image3903.png,|     species
0  Bari2_062|
image3904.png,|     species
0  Bari2_062|
image3905.png,|     species
0  Bari2_062|
image3906.png,|     species
0  Bari2_062|
image3907.png,|     species
0  Bari2_062|
image3908.png,|     species
0  Bari2_062|
image3909.png,|     species
0  Bari2_062|
image3910.png,|     species
0  Bari2_062|
image3911.png,|     species
0  Bari2_062|
image3912.png,|     species
0  Bari2_062|
image3913.png,|     species
0  Bari2_062|
image3914.png,|     species
0  Bari2_062|
image3915.png,|     species
0  Bari2_062|
image3916.png,|     species
0  Bari2_062|
image3917.png,|     species
0  Bari2_062|
image3918.png,|     species
0  Bari2_062|
image3919.png,|     species
0  Bari2_062|
image3920.png,|     species
0  Bari2_062|
image3921.png,|     species
0  Bari2_062|
image3922.png,|     species
0  Bari2_062|
image3923.png,|     species
0  Bari2_062|
image3924.png,|     species
0  Bari2_062|
image3925.png,|     species
0  Bari2_062|
image3926.png,|     species
0  Bari2_062|
image3927.png,|     species
0  Bari2_062|
image3928.png,|     species
0  Bari2_062|
image3929.png,|     species
0  Bari2_062|
image3930.png,|     species
0  Bari2_062|
image3931.png,|     species
0  Bari2_062|
image3932.png,|     species
0  Bari2_062|
image3933.png,|     species
0  Bari2_062|
image3934.png,|     species
0  Bari2_062|
image3935.png,|     species
0  Bari2_062|
image3936.png,|     species
0  Bari2_062|
image3937.png,|     species
0  Bari2_062|
image3938.png,|     species
0  Bari2_062|
image3939.png,|     species
0  Bari2_062|
image3940.png,|     species
0  Bari2_062|
image3941.png,|     species
0  Bari2_062|
image3942.png,|     species
0  Bari2_062|
image3943.png,|     species
0  Bari2_062|
image3944.png,|     species
0  Bari2_062|
image3945.png,|     species
0  Bari2_062|
image3946.png,|     species
0  Bari2_062|
image3947.png,|     species
0  Bari2_062|
image3948.png,|     species
0  Bari2_062|
image3949.png,|     species
0  Bari2_062|
image3950.png,|     species
0  Bari2_062|
image3951.png,|     species
0  Bari2_062|
image3952.png,|     species
0  Bari2_062|
image3953.png,|     species
0  Bari2_062|
image3954.png,|     species
0  Bari2_062|
image3955.png,|     species
0  Bari2_062|
image3956.png,|     species
0  Bari2_062|
image3957.png,|     species
0  Bari2_062|
image3958.png,|     species
0  Bari2_062|
image3959.png,|     species
0  Bari2_062|
image3960.png,|     species
0  Bari2_062|
image3961.png,|     species
0  Bari2_062|
image3962.png,|     species
0  Bari2_062|
image3963.png,|     species
0  Bari2_062|
image3964.png,|     species
0  Bari2_062|
image3965.png,|     species
0  Bari2_062|
image3966.png,|     species
0  Bari2_062|
image3967.png,|     species
0  Bari2_062|
image3968.png,|     species
0  Bari2_062|
image3969.png,|     species
0  Bari2_062|
image3970.png,|     species
0  Bari2_062|
image3971.png,|     species
0  Bari2_062|
image3972.png,|     species
0  Bari2_062|
image3973.png,|     species
0  Bari2_062|
image3974.png,|     species
0  Bari2_062|
image3975.png,|     species
0  Bari2_062|
image3976.png,|     species
0  Bari2_062|
image3977.png,|     species
0  Bari2_062|
image3978.png,|     species
0  Bari2_062|
image3979.png,|     species
0  Bari2_062|
image3980.png,|     species
0  Bari2_062|
image3981.png,|     species
0  Bari2_062|
image3982.png,|     species
0  Bari2_062|
image3983.png,|     species
0  Bari2_062|
image3984.png,|     species
0  Bari2_062|
image3985.png,|     species
0  Bari2_062|
image3986.png,|     species
0  Bari2_062|
image3987.png,|     species
0  Bari2_062|
image3988.png,|     species
0  Bari2_062|
image3989.png,|     species
0  Bari2_062|
image3990.png,|     species
0  Bari2_062|
image3991.png,|     species
0  Bari2_062|
image3992.png,|     species
0  Bari2_062|
image3993.png,|     species
0  Bari2_062|
image3994.png,|     species
0  Bari2_062|
image3995.png,|     species
0  Bari2_062|
image3996.png,|     species
0  Bari2_062|
image3997.png,|     species
0  Bari2_062|
image3998.png,|     species
0  Bari2_062|
image3999.png,|     species
0  Bari2_062|
image4000.png,|     species
0  Bari2_062|
image4001.png,|     species
0  Bari2_062|
image4002.png,|     species
0  Bari2_062|
image4003.png,|     species
0  Bari2_062|
image4004.png,|     species
0  Bari2_062|
image4005.png,|     species
0  Bari2_062|
image4006.png,|     species
0  Bari2_062|
image4007.png,|     species
0  Bari2_062|
image4008.png,|     species
0  Bari2_062|
image4009.png,|     species
0  Bari2_062|
image4010.png,|     species
0  Bari2_062|
image4011.png,|     species
0  Bari2_062|
image4012.png,|     species
0  Bari2_062|
image4013.png,|     species
0  Bari2_062|
image4014.png,|     species
0  Bari2_062|
image4015.png,|     species
0  Bari2_062|
image4016.png,|     species
0  Bari2_062|
image4017.png,|     species
0  Bari2_062|
image4018.png,|     species
0  Bari2_062|
image4019.png,|     species
0  Bari2_062|
image4020.png,|     species
0  Bari2_062|
image4021.png,|     species
0  Bari2_062|
image4022.png,|     species
0  Bari2_062|
image4023.png,|     species
0  Bari2_062|
image4024.png,|     species
0  Bari2_062|
image4025.png,|     species
0  Bari2_062|
image4026.png,|     species
0  Bari2_062|
image4027.png,|     species
0  Bari2_062|
image4028.png,|     species
0  Bari2_062|
image4029.png,|     species
0  Bari2_062|
image4030.png,|     species
0  Bari2_062|
image4031.png,|     species
0  Bari2_062|
image4032.png,|     species
0  Bari2_062|
image4033.png,|     species
0  Bari2_062|
image4034.png,|     species
0  Bari2_062|
image4035.png,|     species
0  Bari2_062|
image4036.png,|     species
0  Bari2_062|
image4037.png,|     species
0  Bari2_062|
image4038.png,|     species
0  Bari2_062|
image4039.png,|     species
0  Bari2_062|
image4040.png,|     species
0  Bari2_062|
image4041.png,|     species
0  Bari2_062|
image4042.png,|     species
0  Bari2_062|
image4043.png,|     species
0  Bari2_062|
image4044.png,|     species
0  Bari2_062|
image4045.png,|     species
0  Bari2_062|
image4046.png,|     species
0  Bari2_062|
image4047.png,|     species
0  Bari2_062|
image4048.png,|     species
0  Bari2_062|
image4049.png,|     species
0  Bari2_062|
image4050.png,|     species
0  Bari2_062|
image4051.png,|     species
0  Bari2_062|
image4052.png,|     species
0  Bari2_062|
image4053.png,|     species
0  Bari2_062|
image4054.png,|     species
0  Bari2_062|
image4055.png,|     species
0  Bari2_062|
image4056.png,|     species
0  Bari2_062|
image4057.png,|     species
0  Bari2_062|
image4058.png,|     species
0  Bari2_062|
image4059.png,|     species
0  Bari2_062|
image4060.png,|     species
0  Bari2_062|
image4061.png,|     species
0  Bari2_062|
image4062.png,|     species
0  Bari2_062|
image4063.png,|     species
0  Bari2_062|
image4064.png,|     species
0  Bari2_062|
image4065.png,|     species
0  Bari2_062|
image4066.png,|     species
0  Bari2_062|
image4067.png,|     species
0  Bari2_062|
image4068.png,|     species
0  Bari2_062|
image4069.png,|     species
0  Bari2_062|
image4070.png,|     species
0  Bari2_062|
image4071.png,|     species
0  Bari2_062|
image4072.png,|     species
0  Bari2_062|
image4073.png,|     species
0  Bari2_062|
image4074.png,|     species
0  Bari2_062|
image4075.png,|     species
0  Bari2_062|
image4076.png,|     species
0  Bari2_062|
image4077.png,|     species
0  Bari2_062|
image4078.png,|     species
0  Bari2_062|
image4079.png,|     species
0  Bari2_062|
image4080.png,|     species
0  Bari2_062|
image4081.png,|     species
0  Bari2_062|
image4082.png,|     species
0  Bari2_062|
image4083.png,|     species
0  Bari2_062|
image4084.png,|     species
0  Bari2_062|
image4085.png,|     species
0  Bari2_062|
image4086.png,|     species
0  Bari2_062|
image4087.png,|     species
0  Bari2_062|
image4088.png,|     species
0  Bari2_062|
image4089.png,|     species
0  Bari2_062|
image4090.png,|     species
0  Bari2_062|
image4091.png,|     species
0  Bari2_062|
image4092.png,|     species
0  Bari2_062|
image4093.png,|     species
0  Bari2_062|
image4094.png,|     species
0  Bari2_062|
image4095.png,|     species
0  Bari2_062|
image4096.png,|     species
0  Bari2_062|
image4097.png,|     species
0  Bari2_062|
image4098.png,|     species
0  Bari2_062|
image4099.png,|     species
0  Bari2_062|
image4100.png,|     species
0  Bari2_062|
image4101.png,|     species
0  Bari2_062|
image4102.png,|     species
0  Bari2_062|
image4103.png,|     species
0  Bari2_062|
image4104.png,|     species
0  Bari2_062|
image4105.png,|     species
0  Bari2_062|
image4106.png,|     species
0  Bari2_062|
image4107.png,|     species
0  Bari2_062|
image4108.png,|     species
0  Bari2_062|
image4109.png,|     species
0  Bari2_062|
image4110.png,|     species
0  Bari2_062|
image4111.png,|     species
0  Bari2_062|
image4112.png,|     species
0  Bari2_062|
image4113.png,|     species
0  Bari2_062|
image4114.png,|     species
0  Bari2_062|
image4115.png,|     species
0  Bari2_062|
image4116.png,|     species
0  Bari2_062|
image4117.png,|     species
0  Bari2_062|
image4118.png,|     species
0  Bari2_062|
image4119.png,|     species
0  Bari2_062|
image4120.png,|     species
0  Bari2_062|
image4121.png,|     species
0  Bari2_062|
image4122.png,|     species
0  Bari2_062|
image4123.png,|     species
0  Bari2_062|
image4124.png,|     species
0  Bari2_062|
image4125.png,|     species
0  Bari2_062|
image4126.png,|     species
0  Bari2_062|
image4127.png,|     species
0  Bari2_062|
image4128.png,|     species
0  Bari2_062|
image4129.png,|     species
0  Bari2_062|
image4130.png,|     species
0  Bari2_062|
image4131.png,|     species
0  Bari2_062|
image4132.png,|     species
0  Bari2_062|
image4133.png,|     species
0  Bari2_062|
image4134.png,|     species
0  Bari2_062|
image4135.png,|     species
0  Bari2_062|
image4136.png,|     species
0  Bari2_062|
image4137.png,|     species
0  Bari2_062|
image4138.png,|     species
0  Bari2_062|
image4139.png,|     species
0  Bari2_062|
image4140.png,|     species
0  Bari2_062|
image4141.png,|     species
0  Bari2_062|
image4142.png,|     species
0  Bari2_062|
image4143.png,|     species
0  Bari2_062|
image4144.png,|     species
0  Bari2_062|
image4145.png,|     species
0  Bari2_062|
image4146.png,|     species
0  Bari2_062|
image4147.png,|     species
0  Bari2_062|
image4148.png,|     species
0  Bari2_062|
image4149.png,|     species
0  Bari2_062|
image4150.png,|     species
0  Bari2_062|
image4151.png,|     species
0  Bari2_062|
image4152.png,|     species
0  Bari2_062|
image4153.png,|     species
0  Bari2_062|
image4154.png,|     species
0  Bari2_062|
image4155.png,|     species
0  Bari2_062|
image4156.png,|     species
0  Bari2_062|
image4157.png,|     species
0  Bari2_062|
image4158.png,|     species
0  Bari2_062|
image4159.png,|     species
0  Bari2_062|
image4160.png,|     species
0  Bari2_062|
image4161.png,|     species
0  Bari2_062|
image4162.png,|     species
0  Bari2_062|
image4163.png,|     species
0  Bari2_062|
image4164.png,|     species
0  Bari2_062|
image4165.png,|     species
0  Bari2_062|
image4166.png,|     species
0  Bari2_062|
image4167.png,|     species
0  Bari2_062|
image4168.png,|     species
0  Bari2_062|
image4169.png,|     species
0  Bari2_062|
image4170.png,|     species
0  Bari2_062|
image4171.png,|     species
0  Bari2_062|
image4172.png,|     species
0  Bari2_062|
image4173.png,|     species
0  Bari2_062|
image4174.png,|     species
0  Bari2_062|
image4175.png,|     species
0  Bari2_062|
image4176.png,|     species
0  Bari2_062|
image4177.png,|     species
0  Bari2_062|
image4178.png,|     species
0  Bari2_062|
image4179.png,|     species
0  Bari2_062|
image4180.png,|     species
0  Bari2_062|
image4181.png,|     species
0  Bari2_062|
image4182.png,|     species
0  Bari2_062|
image4183.png,|     species
0  Bari2_062|
image4184.png,|     species
0  Bari2_062|
image4185.png,|     species
0  Bari2_062|
image4186.png,|     species
0  Bari2_062|
image4187.png,|     species
0  Bari2_062|
image4188.png,|     species
0  Bari2_062|
image4189.png,|     species
0  Bari2_062|
image4190.png,|     species
0  Bari2_062|
image4191.png,|     species
0  Bari2_062|
image4192.png,|     species
0  Bari2_062|
image4193.png,|     species
0  Bari2_062|
image4194.png,|     species
0  Bari2_062|
image4195.png,|     species
0  Bari2_062|
image4196.png,|     species
0  Bari2_062|
image4197.png,|     species
0  Bari2_062|
image4198.png,|     species
0  Bari2_062|
image4199.png,|     species
0  Bari2_062|
image4200.png,|     species
0  Bari2_062|
image4201.png,|     species
0  Bari2_062|
image4202.png,|     species
0  Bari2_062|
image4203.png,|     species
0  Bari2_062|
image4204.png,|     species
0  Bari2_062|
image4205.png,|     species
0  Bari2_062|
image4206.png,|     species
0  Bari2_062|
image4207.png,|     species
0  Bari2_062|
image4208.png,|     species
0  Bari2_062|
image4209.png,|     species
0  Bari2_062|
image4210.png,|     species
0  Bari2_062|
image4211.png,|     species
0  Bari2_062|
image4212.png,|     species
0  Bari2_062|
image4213.png,|     species
0  Bari2_062|
image4214.png,|     species
0  Bari2_062|
image4215.png,|     species
0  Bari2_062|
image4216.png,|     species
0  Bari2_062|
image4217.png,|     species
0  Bari2_062|
image4218.png,|     species
0  Bari2_062|
image4219.png,|     species
0  Bari2_062|
image4220.png,|     species
0  Bari2_062|
image4221.png,|     species
0  Bari2_062|
image4222.png,|     species
0  Bari2_062|
image4223.png,|     species
0  Bari2_062|
image4224.png,|     species
0  Bari2_062|
image4225.png,|     species
0  Bari2_062|
image4226.png,|     species
0  Bari2_062|
image4227.png,|     species
0  Bari2_062|
image4228.png,|     species
0  Bari2_062|
image4229.png,|     species
0  Bari2_062|
image4230.png,|     species
0  Bari2_062|
image4231.png,|     species
0  Bari2_062|
image4232.png,|     species
0  Bari2_062|
image4233.png,|     species
0  Bari2_062|
image4234.png,|     species
0  Bari2_062|
image4235.png,|     species
0  Bari2_062|
image4236.png,|     species
0  Bari2_062|
image4237.png,|     species
0  Bari2_062|
image4238.png,|     species
0  Bari2_062|
image4239.png,|     species
0  Bari2_062|
image4240.png,|     species
0  Bari2_062|
image4241.png,|     species
0  Bari2_062|
image4242.png,|     species
0  Bari2_062|
image4243.png,|     species
0  Bari2_062|
image4244.png,|     species
0  Bari2_062|
image4245.png,|     species
0  Bari2_062|
image4246.png,|     species
0  Bari2_062|
image4247.png,|     species
